Type,Immediate_vs_Future,Segment,Package_Type,Mega_Flavor,Seasonality,q2_2018,q3_2018,q4_2018,q1_2019,sales
GUMMY,FUTURE,MAINLINE,PEG BAG,SOUR,EVERYDAY,209220,212514,193559,222924,780843
GUMMY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,16188,27005,26684,48519,307080
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,SOUR,EVERYDAY,212864,320391,318423,325691,1132827
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,204712,167070,124537,112080,523450
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,12352,42344,70661,107613,596303
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,ASSORTED,SEASONAL,198912,206113,167493,168793,717674
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,131379,168571,160803,166068,684452
NOVELTY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,181511,48951,2366,12827,232323
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,159112,155739,150584,156016,606999
ASSORTMENT MIXES,FUTURE,ETHNIC,TUB,ALL OTHER,EVERYDAY,1302,35468,173542,613,220278
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,11081,26033,26326,47412,222826
HARD CANDY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,626,2795,6424,9939,228038
AO CHEWY,FUTURE,ETHNIC,TUB,ALL OTHER,EVERYDAY,5746,22012,34193,117787,672339
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,788,783,129812,12392,164554
GUMMY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,77562,106562,88770,90986,445733
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,ALL OTHER,SEASONAL,158896,139379,125137,148235,559020
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,186056,136097,175230,199033,809331
GUMMY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,FRUIT,SEASONAL,187329,179893,165122,162972,756410
ASSORTMENT MIXES,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,52,71680,320642,92,261615
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,ASSORTED,EVERYDAY,131,68,85983,2358,361560
GUMMY,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,170516,162779,164756,135458,546430
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,141432,138032,112492,113335,549375
FRUITY CHEWY,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,110917,106102,105163,130344,556062
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,123880,111259,98264,123582,531946
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,3880,30080,43463,54461,460144
NOVELTY,FUTURE,NOT APPLICABLE,PEG BAG,ASSORTED,SEASONAL,47464,71219,47635,25798,401034
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,49762,70797,71337,90085,421157
FRUITY CHEWY,IMMEDIATE,MAINLINE,THEATER BOX,FRUIT,EVERYDAY,9223,24123,46585,101013,511926
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,3364,4813,2888,2623,365202
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,ASSORTED,SEASONAL,352,61607,164148,800,250029
GUMMY,IMMEDIATE,GUMMY,THEATER BOX,FRUIT,EVERYDAY,22,132829,730561,60,843784
GUMMY,FUTURE,MAINLINE,PEG BAG,SOUR,EVERYDAY,146156,136419,185177,153296,563813
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,179658,206500,186174,160837,718094
NOVELTY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,28948,41375,146662,164675,629584
HARD CANDY,FUTURE,SUGAR FREE CANDY,PEG BAG,CARAMEL,EVERYDAY,32232,35862,33093,37982,339724
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,51,170595,159920,1174,201746
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,126958,205941,206283,150294,601528
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,THEATER BOX,NUT,EVERYDAY,200200,195261,171455,192277,695965
FRUITY CHEWY,IMMEDIATE,MAINLINE,THEATER BOX,FRUIT,EVERYDAY,201805,199287,157234,160628,688272
JELLY BEANS,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,138893,137516,125358,125686,559457
NOVELTY,FUTURE,NOT APPLICABLE,PEG BAG,ASSORTED,SEASONAL,148889,144121,147941,168456,748934
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,SOUR,EVERYDAY,109272,90231,86334,102292,602459
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,181382,197366,174319,192960,769958
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,BOX,FRUIT,EVERYDAY,98249,103319,97053,94299,424089
JELLY BEANS,FUTURE,CLASSIC FAVORITES,BOX,ASSORTED,EVERYDAY,103552,106316,79199,79208,465104
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,ALL OTHER,EVERYDAY,185224,144325,124200,226857,805636
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,141415,130267,104062,114695,491194
FRUITY CHEWY,FUTURE,MAINLINE,STANDUP BAG,FRUIT,EVERYDAY,213406,205107,177164,179245,684541
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,31463,33658,29366,40071,202338
AO CHEWY,IMMEDIATE,ETHNIC,THEATER BOX,ALL OTHER,EVERYDAY,157452,121974,95391,98003,505381
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,11725,9678,64980,13407,219682
LICORICE,FUTURE,LICORICE,STANDUP BAG,FRUIT,EVERYDAY,133542,143025,136096,132187,577668
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,152646,136518,130870,140346,529083
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,194271,164557,151865,176507,723046
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,169389,177162,145541,190521,803682
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,ASSORTED,EVERYDAY,171071,144893,127904,115492,554372
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,94905,89569,94099,107192,466668
FRUITY CHEWY,FUTURE,ETHNIC,BOX,FRUIT,EVERYDAY,132707,135826,148142,173330,660655
CANDY CANE,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,212547,157209,145470,166854,528282
NOVELTY,FUTURE,KIDS NOVELTY,STANDUP BAG,ASSORTED,EVERYDAY,132005,130945,187419,155342,604926
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,3611,93402,211914,209223,1617400
FRUITY CHEWY,IMMEDIATE,MAINLINE,THEATER BOX,FRUIT,EVERYDAY,55633,56743,45392,43959,228363
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,183610,183540,139854,141759,738213
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,142862,161400,144060,135664,584870
FRUITY CHEWY,IMMEDIATE,MAINLINE,THEATER BOX,FRUIT,EVERYDAY,68090,78504,75706,91291,449024
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,136753,122693,129571,107393,512789
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,NUT,EVERYDAY,117071,166554,200334,193673,683016
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,192529,187239,166672,160232,699225
GUMMY,FUTURE,GUMMY,STANDUP BAG,SOUR,EVERYDAY,81931,134764,137602,136735,596583
AO CHEWY,FUTURE,NOT APPLICABLE,STANDUP BAG,CARAMEL,SEASONAL,164343,167011,149223,188695,774174
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,78403,96240,92492,88825,421206
CANDY CANE,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ALL OTHER,SEASONAL,45362,92074,132804,173263,639350
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,ASSORTED,EVERYDAY,173449,149204,157690,186093,722906
ASSORTMENT MIXES,FUTURE,ETHNIC,LAYDOWN BAG,FRUIT,EVERYDAY,83106,80761,80376,71776,393475
FRUITY CHEWY,FUTURE,MAINLINE,BOX,FRUIT,EVERYDAY,201320,222018,184588,183153,770205
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,43301,100647,122609,123384,451220
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,CARAMEL,EVERYDAY,55238,156180,104657,68464,540363
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,147600,135976,124984,129124,593349
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,207844,174376,129815,134435,651650
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,91899,116010,115805,117172,314772
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,SOUR,EVERYDAY,122997,109011,111404,129730,608105
LICORICE,FUTURE,LICORICE,STANDUP BAG,SOUR,EVERYDAY,67455,100124,103739,95134,518559
FRUITY CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,80936,85970,92253,107243,431534
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,151915,185997,184723,159871,693290
CANDY CORN,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,202641,177471,167724,150960,596203
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,184257,165871,154736,181657,565082
AO CHEWY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,120340,119329,118458,119190,602159
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,70687,58645,69419,72444,315571
NUT,FUTURE,NUT,LAYDOWN BAG,CARAMEL,EVERYDAY,862,381,216530,13906,184864
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,119793,119768,115972,150016,566547
CONVERSATION HEARTS,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,82892,48672,93245,133250,436933
NOVELTY,IMMEDIATE,ETHNIC,CHANGEMAKER,SOUR,EVERYDAY,102290,82457,89461,118999,501625
NOVELTY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,169208,177644,148505,156234,725290
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,105014,94672,70238,66687,349046
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,2271,144243,256606,5972,321088
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,ASSORTED,EVERYDAY,118872,233649,209065,192265,537550
GUMMY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,ASSORTED,SEASONAL,93448,103270,131806,106422,401133
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,SOUR,EVERYDAY,127,63574,83640,393,242019
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,90382,102716,99915,107720,300846
GUMMY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,61139,63137,59610,66526,336583
GUMMY,IMMEDIATE,GUMMY,THEATER BOX,SOUR,EVERYDAY,152504,144472,128268,128013,585882
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,FRUIT,SEASONAL,24377,21093,60362,76210,213412
LOLLIPOP,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,58481,66531,67063,63884,243750
CANDY CANE,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,199889,207679,236587,281638,735274
CANDY CORN,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,356,56908,234476,372,904181
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,115626,109259,104777,125154,386690
LOLLIPOP,FUTURE,ASSORTMENT MIXES,STANDUP BAG,ASSORTED,EVERYDAY,193352,171500,135385,156309,600071
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,95875,92647,95002,103870,419638
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,735,51940,81700,91480,360172
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,120233,127615,131997,150796,557818
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,113238,122768,95122,109671,484408
NOVELTY,FUTURE,KIDS NOVELTY,TUB,ASSORTED,EVERYDAY,7,2,196886,5880,156669
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,58028,58703,57887,65076,288636
GUMMY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,97861,89247,106379,90357,391682
GUMMY,FUTURE,GUMMY,STANDUP BAG,SOUR,EVERYDAY,136958,125057,109272,117175,572802
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,49672,34020,3564,59896,634220
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,125593,114107,107361,119190,538924
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,98250,123816,104144,138739,533755
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,204073,158609,159194,169298,570116
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,STANDUP BAG,ASSORTED,EVERYDAY,113222,94790,121234,130287,495285
HARD CANDY,FUTURE,CLASSIC FAVORITES,BOX,ASSORTED,EVERYDAY,203092,238479,186996,161321,708277
GUMMY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,ASSORTED,SEASONAL,63930,89735,84305,91111,452419
GUMMY,FUTURE,NOT APPLICABLE,PEG BAG,ASSORTED,SEASONAL,71479,67930,62982,69600,355555
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,190206,206383,199859,224569,729307
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,14359,13215,127727,20341,194912
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,213059,197976,170161,175949,586699
HARD CANDY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,114959,127877,123696,132415,590520
GUMMY,FUTURE,SUGAR FREE CANDY,PEG BAG,ASSORTED,EVERYDAY,171831,158907,177453,178853,647275
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,FRUIT,SEASONAL,193774,181030,149440,155747,670722
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,196917,192478,170207,163284,544940
FRUITY CHEWY,FUTURE,MAINLINE,BOX,SOUR,EVERYDAY,64289,77283,63827,66254,314423
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,97146,92585,77921,81655,410078
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,FRUIT,EVERYDAY,133266,128440,125400,128228,576687
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,169422,175132,115584,87567,853344
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,116,7679,67552,1956,71541
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,155866,146315,125260,141099,570365
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,CARAMEL,SEASONAL,30,114,369746,19473,417802
FRUITY CHEWY,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,60525,85667,80260,96743,442063
FRUITY CHEWY,IMMEDIATE,MAINLINE,SHARE SIZE,ASSORTED,EVERYDAY,98299,112322,100719,97690,471888
CANDY CORN,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,58582,64842,70597,72046,314847
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,52895,62254,57819,54885,496614
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,SOUR,EVERYDAY,47415,68872,71988,75859,381971
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,70498,69282,67374,73938,333984
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,STANDUP BAG,ASSORTED,SEASONAL,122116,125953,85280,82473,393651
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,147959,137342,156754,149669,690929
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,104147,104134,93518,132129,522303
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,84899,86903,100230,106813,473095
NOVELTY,FUTURE,SUGAR FREE CANDY,BOX,ASSORTED,EVERYDAY,56797,77993,63393,67513,335600
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,158580,160462,138338,139643,554047
LOLLIPOP,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,FRUIT,EVERYDAY,61853,53601,68695,90124,341760
LICORICE,FUTURE,LICORICE,TUB,FRUIT,EVERYDAY,127138,123486,117377,138244,576911
AO CHEWY,FUTURE,ETHNIC,TUB,ALL OTHER,EVERYDAY,205097,225860,148591,61102,420312
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,102822,86687,88197,98238,478271
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,50414,85798,78374,99949,474901
CANDY CANE,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,199550,184908,185976,197253,674995
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,131,730,2245,3628,169469
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,197501,224787,140326,134340,569270
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,186946,192629,133392,124214,591106
NOVELTY,IMMEDIATE,ETHNIC,CHANGEMAKER,SOUR,EVERYDAY,71567,82635,90888,104908,361751
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,129987,140215,94141,81234,487261
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,147543,128652,123412,149415,506490
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,89770,152846,157043,173583,734659
LOLLIPOP,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,ASSORTED,SEASONAL,68461,63253,76659,72991,303930
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,85,12,126080,7234,166555
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ALL OTHER,EVERYDAY,9477,13440,56471,53230,351131
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,70248,100544,116413,114928,612244
NUT,FUTURE,ETHNIC,PEG BAG,NUT,EVERYDAY,119379,126535,104109,116098,520383
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,FRUIT,SEASONAL,176239,148119,232986,206849,581648
NOVELTY,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,ASSORTED,SEASONAL,500,246,33954,3888,58818
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,97917,106750,104965,116294,505208
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,90637,88762,67380,74744,435528
JELLY BEANS,FUTURE,SUGAR FREE CANDY,PEG BAG,ASSORTED,EVERYDAY,93715,92982,83647,83325,388936
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,146553,158642,143802,132064,567797
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,53,56490,107925,378,171964
NUT,FUTURE,NUT,PEG BAG,ALL OTHER,EVERYDAY,209035,265271,563115,138698,1001742
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,105882,98383,103041,129143,474869
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,34511,39069,52396,66368,272190
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,69056,76606,81401,78049,350557
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,99066,77955,75509,67844,403962
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,CARAMEL,EVERYDAY,129909,127289,127395,92165,513341
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,FRUIT,SEASONAL,89109,81230,88025,82603,346497
HARD CANDY,FUTURE,ETHNIC,TUB,SOUR,EVERYDAY,104472,97744,82431,97405,466669
FRUITY CHEWY,IMMEDIATE,NOT APPLICABLE,THEATER BOX,ASSORTED,SEASONAL,82585,74662,60261,63951,332588
NUT,IMMEDIATE,NUT,CHANGEMAKER,NUT,EVERYDAY,78864,82414,80100,94983,354373
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,ASSORTED,EVERYDAY,171378,155485,113986,130812,501375
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,81390,91747,80474,80260,347721
ASSORTMENT MIXES,FUTURE,ETHNIC,LAYDOWN BAG,ASSORTED,EVERYDAY,127584,107934,102868,111686,408095
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,103222,112751,114063,142088,565582
NOVELTY,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ALL OTHER,EVERYDAY,153230,148391,91130,95848,570689
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,100944,101083,74085,57466,353163
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,146270,146573,137711,168630,595493
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,61230,84016,85328,95621,423996
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,NUT,EVERYDAY,167,32414,75605,1211,126733
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,121429,132665,94294,92180,463702
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,88316,83590,76478,62004,343570
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,110123,99100,84753,93978,351354
AO CHEWY,FUTURE,NOT APPLICABLE,BOX,ALL OTHER,SEASONAL,50442,50897,50616,86122,407037
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,193,996,87024,4382,106895
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,48789,202084,251723,245331,756644
ASSORTMENT MIXES,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,54443,54884,51320,56474,233965
FRUITY CHEWY,IMMEDIATE,MAINLINE,SINGLE SIZE,FRUIT,EVERYDAY,13,22938,142012,134,256320
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,156297,142388,136486,97866,466069
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,84648,102410,128956,274534,748402
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,CARAMEL,EVERYDAY,23,186907,309534,241,151576
FRUITY CHEWY,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,142005,132438,131095,133016,579847
HARD CANDY,IMMEDIATE,MAINLINE,SINGLE SIZE,FRUIT,EVERYDAY,178574,161153,155638,176518,685465
LICORICE,IMMEDIATE,LICORICE,SINGLE SIZE,FRUIT,EVERYDAY,59670,45967,44360,48449,274810
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,87476,86724,86663,84908,479700
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,477,542,102842,5112,115918
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,816,40,152318,24965,136778
HARD CANDY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,1396,724,111996,34258,385330
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,FRUIT,EVERYDAY,191989,174270,163923,193799,592381
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,104468,115188,113618,115963,474160
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,FRUIT,SEASONAL,103117,103646,96955,94207,414806
FRUITY CHEWY,FUTURE,MAINLINE,BOX,FRUIT,EVERYDAY,83634,87393,81588,88816,417296
ALL OTHER,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ALL OTHER,SEASONAL,1,24529,110831,91,311011
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,90175,73463,102874,117021,407020
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,53400,55017,57871,63191,427939
ASSORTMENT MIXES,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,ASSORTED,SEASONAL,79402,75589,89877,98227,416207
FRUITY CHEWY,IMMEDIATE,MAINLINE,SINGLE SIZE,FRUIT,EVERYDAY,41751,43636,45533,54308,235377
GUMMY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,SOUR,SEASONAL,139,43667,130940,319,29921
NOVELTY,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ALL OTHER,EVERYDAY,152029,121313,101348,120343,481552
NOVELTY,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,131805,134765,130486,113766,454259
CANDY CORN,FUTURE,NOT APPLICABLE,LAYDOWN BAG,CARAMEL,SEASONAL,100719,103353,109163,101710,448734
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,CARAMEL,EVERYDAY,98178,80390,68187,96663,535840
